training_rounds,std_deviation
5.820000000000000000e+02,9.471197953250204415e-01
5.830000000000000000e+02,5.880599821197979304e-01
5.840000000000000000e+02,8.364138593319302428e-01
5.850000000000000000e+02,1.368474579027556315e+00
5.860000000000000000e+02,1.385923917795836235e+00
5.870000000000000000e+02,7.922958400220170283e-01
5.880000000000000000e+02,1.225895160177054244e+00
5.890000000000000000e+02,4.545955178395434393e-01
5.900000000000000000e+02,3.250229425144932072e-01
5.910000000000000000e+02,1.197730264781706300e+00
5.920000000000000000e+02,1.318446112739991571e+00
5.930000000000000000e+02,1.426725254756886940e+00
5.940000000000000000e+02,7.527666684295299948e-01
5.950000000000000000e+02,1.801019132705381498e-01
5.960000000000000000e+02,3.776105459926165642e-02
5.970000000000000000e+02,4.003052198828738195e-03
5.980000000000000000e+02,6.645749163215006750e-01
5.990000000000000000e+02,7.734491304388613209e-02
6.000000000000000000e+02,1.422207156670741490e+00
6.010000000000000000e+02,8.186424483200893665e-03
6.020000000000000000e+02,1.057549735184072914e-01
6.030000000000000000e+02,2.209422928740457093e-01
6.040000000000000000e+02,9.089430252885001282e-01
6.050000000000000000e+02,3.975430545509118230e-01
6.060000000000000000e+02,7.160608625083362266e-01
6.070000000000000000e+02,8.622530559556640384e-01
6.080000000000000000e+02,5.138843213798395260e-01
6.090000000000000000e+02,9.738916696914479143e-01
6.100000000000000000e+02,2.734404183151056822e-02
6.110000000000000000e+02,8.018116859823517517e-01
6.120000000000000000e+02,1.161342848579712150e+00
6.130000000000000000e+02,9.905992612996322721e-01
6.140000000000000000e+02,2.549073181141225941e-01
6.150000000000000000e+02,1.185558617550955818e+00
6.160000000000000000e+02,5.617482970567766465e-02
6.170000000000000000e+02,6.002766159715788863e-02
6.180000000000000000e+02,8.865925152552234234e-01
6.190000000000000000e+02,4.069708556771930441e-01
6.200000000000000000e+02,1.052967420831257606e+00
6.210000000000000000e+02,9.159235695389299492e-01
6.220000000000000000e+02,3.590933882098085728e-01
6.230000000000000000e+02,2.283637390628852071e-01
6.240000000000000000e+02,2.110984171284252531e-01
6.250000000000000000e+02,9.536878279391109992e-01
6.260000000000000000e+02,1.116979557449245819e+00
6.270000000000000000e+02,7.623127799910076607e-01
6.280000000000000000e+02,3.171184370521773488e-01
6.290000000000000000e+02,4.435206509674938236e-01
6.300000000000000000e+02,3.245772698130161005e-01
6.310000000000000000e+02,8.824438223960590078e-02
6.320000000000000000e+02,5.393785255241406729e-02
6.330000000000000000e+02,4.562316418986474553e-01
6.340000000000000000e+02,1.421560453930738932e+00
6.350000000000000000e+02,1.380396687207521289e+00
6.360000000000000000e+02,3.631197780988941193e-01
6.370000000000000000e+02,4.629506494428303198e-01
6.380000000000000000e+02,1.108945449706102426e-01
6.390000000000000000e+02,1.305520819443347635e+00
6.400000000000000000e+02,1.062317659224497612e+00
6.410000000000000000e+02,7.398345262605046102e-01
6.420000000000000000e+02,1.416642966412697380e+00
6.430000000000000000e+02,5.099212883471668789e-01
6.440000000000000000e+02,1.131875497230765193e+00
6.450000000000000000e+02,7.774812592134550115e-02
6.460000000000000000e+02,7.553394212151219866e-01
6.470000000000000000e+02,1.162022008123595906e+00
6.480000000000000000e+02,1.045272884045020390e-01
6.490000000000000000e+02,1.034796579629730484e+00
6.500000000000000000e+02,1.409556830768905700e+00
6.510000000000000000e+02,1.083838777384378949e+00
6.520000000000000000e+02,1.827084605040910081e-01
6.530000000000000000e+02,2.045293908196693100e-01
6.540000000000000000e+02,1.497704552426950553e+00
6.550000000000000000e+02,1.163084506897786419e+00
6.560000000000000000e+02,2.977121365188274416e-01
6.570000000000000000e+02,1.593744589257863331e-01
6.580000000000000000e+02,7.818918292960314043e-01
6.590000000000000000e+02,1.162844344594115675e+00
6.600000000000000000e+02,6.185128032209368243e-01
6.610000000000000000e+02,1.007468977576047031e+00
6.620000000000000000e+02,1.349299276681151127e+00
6.630000000000000000e+02,1.041228917784680519e+00
6.640000000000000000e+02,1.872236599735327411e-01
6.650000000000000000e+02,9.901967990888047577e-01
6.660000000000000000e+02,9.708219184981707883e-01
6.670000000000000000e+02,8.741240291527470063e-01
6.680000000000000000e+02,1.303062673309457242e+00
6.690000000000000000e+02,8.028714204011084821e-01
6.700000000000000000e+02,6.422360884474074272e-01
6.710000000000000000e+02,3.304489821958972451e-02
6.720000000000000000e+02,1.268163247932228455e+00
6.730000000000000000e+02,1.235563473967335124e+00
6.740000000000000000e+02,3.969182065275440041e-01
6.750000000000000000e+02,5.256197567826759176e-02
6.760000000000000000e+02,8.121699970024249815e-01
6.770000000000000000e+02,1.290457649624079828e+00
6.780000000000000000e+02,5.655088539445136675e-01
6.790000000000000000e+02,6.287331464647005763e-01
6.800000000000000000e+02,1.269378189732755624e+00
6.810000000000000000e+02,1.239581641609755369e+00
6.820000000000000000e+02,1.416720213764042891e+00
6.830000000000000000e+02,5.234422866860872769e-01
6.840000000000000000e+02,1.168559285379623391e+00
6.850000000000000000e+02,4.970544098605372829e-01
6.860000000000000000e+02,7.313395740852970395e-01
6.870000000000000000e+02,5.828572576405575134e-01
6.880000000000000000e+02,1.010779194045009710e+00
6.890000000000000000e+02,7.709133060370365609e-01
6.900000000000000000e+02,4.595483803359902697e-01
6.910000000000000000e+02,1.163965628967562616e+00
6.920000000000000000e+02,1.051412510342771611e+00
6.930000000000000000e+02,1.374465719761027493e+00
6.940000000000000000e+02,1.395794936058637470e+00
6.950000000000000000e+02,1.375089851703306110e-01
6.960000000000000000e+02,1.478853597524166563e+00
6.970000000000000000e+02,1.121310233826425362e+00
6.980000000000000000e+02,1.063858890601998120e+00
6.990000000000000000e+02,8.050363516144665166e-01
7.000000000000000000e+02,7.171834273469223087e-01
7.010000000000000000e+02,6.220958249527619444e-02
7.020000000000000000e+02,7.038574929938534730e-02
7.030000000000000000e+02,6.120817083201142150e-01
7.040000000000000000e+02,5.531594887726811738e-01
7.050000000000000000e+02,1.980940339660932081e-01
7.060000000000000000e+02,5.042495675769526065e-01
7.070000000000000000e+02,5.046462677578167355e-01
7.080000000000000000e+02,7.811712296825006341e-01
7.090000000000000000e+02,6.050277228042769684e-01
7.100000000000000000e+02,5.259556513356978824e-01
7.110000000000000000e+02,3.757024090954284024e-01
7.120000000000000000e+02,3.018113601556242642e-01
7.130000000000000000e+02,5.791028013529622154e-01
7.140000000000000000e+02,2.266705908411296155e-01
7.150000000000000000e+02,3.142370240479454013e-01
7.160000000000000000e+02,5.733339671068842236e-01
7.170000000000000000e+02,5.864167932155314178e-01
7.180000000000000000e+02,6.278587500923822340e-01
7.190000000000000000e+02,5.492029624948516764e-01
7.200000000000000000e+02,5.543839935709404809e-01
7.210000000000000000e+02,3.079991005281806915e-01
7.220000000000000000e+02,5.299624627824329748e-01
7.230000000000000000e+02,6.605229561759384804e-01
7.240000000000000000e+02,5.326901529395166035e-01
7.250000000000000000e+02,4.383586810757232333e-01
7.260000000000000000e+02,4.103803588902738553e-01
7.270000000000000000e+02,5.644107746338090648e-01
7.280000000000000000e+02,7.119100540261243948e-01
7.290000000000000000e+02,4.441840444854483483e-01
7.300000000000000000e+02,8.309697572547782851e-01
7.310000000000000000e+02,6.227689186040183955e-01
7.320000000000000000e+02,7.237642115094997664e-01
7.330000000000000000e+02,5.377474482474616790e-01
7.340000000000000000e+02,6.540290845473319958e-01
7.350000000000000000e+02,4.575633203600519283e-01
7.360000000000000000e+02,5.965804674935980545e-01
7.370000000000000000e+02,3.913680739163485356e-01
7.380000000000000000e+02,8.051884098480335261e-01
7.390000000000000000e+02,4.938328948190738865e-01
7.400000000000000000e+02,4.357740476267483731e-01
7.410000000000000000e+02,4.929014830573906769e-01
7.420000000000000000e+02,3.550068982961172570e-01
7.430000000000000000e+02,5.203259799896029492e-01
7.440000000000000000e+02,4.765156457659893152e-01
7.450000000000000000e+02,6.498110353330056599e-01
7.460000000000000000e+02,4.573524438082695043e-01
7.470000000000000000e+02,6.440121886991474476e-01
7.480000000000000000e+02,6.113447937838869528e-01
7.490000000000000000e+02,4.720081339781043162e-01
7.500000000000000000e+02,4.717689890017681686e-01
7.510000000000000000e+02,8.309177698738677842e-01
7.520000000000000000e+02,5.016159010711483957e-01
7.530000000000000000e+02,3.611929953304232610e-01
7.540000000000000000e+02,4.358739019450088015e-01
7.550000000000000000e+02,4.730554083017691758e-01
7.560000000000000000e+02,7.913137335840109143e-01
7.570000000000000000e+02,5.209549919770375404e-01
7.580000000000000000e+02,3.244443705297260228e-01
7.590000000000000000e+02,6.271762644269951448e-01
7.600000000000000000e+02,2.810551510271920295e-01
7.610000000000000000e+02,5.436105641337694028e-01
7.620000000000000000e+02,5.553440571782822799e-01
7.630000000000000000e+02,7.311770977096441193e-01
7.640000000000000000e+02,4.750336745224804647e-01
7.650000000000000000e+02,5.301423552124853167e-01
7.660000000000000000e+02,3.797083600049347418e-01
7.670000000000000000e+02,7.345860936975744382e-01
7.680000000000000000e+02,5.876230309679696395e-01
7.690000000000000000e+02,5.697513263358885416e-01
7.700000000000000000e+02,5.783435214520052936e-01
7.710000000000000000e+02,5.449122722031226607e-01
7.720000000000000000e+02,6.925625446867106350e-01
7.730000000000000000e+02,6.794080458853812843e-01
7.740000000000000000e+02,3.312715487195927455e-01
7.750000000000000000e+02,3.628998410714911471e-01
7.760000000000000000e+02,2.927831234446859332e-01
7.770000000000000000e+02,5.370162913520684089e-01
7.780000000000000000e+02,3.204461439664235134e-01
7.790000000000000000e+02,3.210866580770589396e-01
7.800000000000000000e+02,4.788718450220320055e-01
7.810000000000000000e+02,6.165696041141712769e-01
7.820000000000000000e+02,4.437755501849153239e-01
7.830000000000000000e+02,2.331433375233428196e-01
7.840000000000000000e+02,5.096286633957695100e-01
7.850000000000000000e+02,5.379011744971705644e-01
7.860000000000000000e+02,2.204267033991472724e-01
7.870000000000000000e+02,4.216399637616531360e-01
7.880000000000000000e+02,7.672634193016243387e-01
7.890000000000000000e+02,1.500472561427571572e-01
7.900000000000000000e+02,4.793528020707771842e-01
7.910000000000000000e+02,8.077100845819612518e-01
7.920000000000000000e+02,6.168963864392682517e-01
7.930000000000000000e+02,6.532281770831016576e-01
7.940000000000000000e+02,5.530350306244820047e-01
7.950000000000000000e+02,4.076962799005861005e-01
7.960000000000000000e+02,6.342084011041418945e-01
7.970000000000000000e+02,5.612522939531645605e-01
7.980000000000000000e+02,7.659197344846719879e-01
7.990000000000000000e+02,8.000163649319002035e-01
8.000000000000000000e+02,3.542699083896724277e-01
8.010000000000000000e+02,4.414335818996943384e-01
8.020000000000000000e+02,3.784288377609257292e-01
8.030000000000000000e+02,3.887870235814112618e-01
8.040000000000000000e+02,6.149928195845564272e-01
8.050000000000000000e+02,5.565074501927445016e-01
8.060000000000000000e+02,6.269162240731492863e-01
8.070000000000000000e+02,3.805344379533368016e-01
8.080000000000000000e+02,3.536480519637271724e-01
8.090000000000000000e+02,4.618293979673475658e-01
8.100000000000000000e+02,6.360964266883606388e-01
8.110000000000000000e+02,8.721836633002402195e-01
8.120000000000000000e+02,3.901131499758446752e-01
8.130000000000000000e+02,3.308149469668977272e-01
8.140000000000000000e+02,3.048678645692511902e-01
8.150000000000000000e+02,5.622577456441487653e-01
8.160000000000000000e+02,7.644109083945355154e-01
8.170000000000000000e+02,2.560091472020290526e-01
8.180000000000000000e+02,7.233868844435216161e-01
8.190000000000000000e+02,6.566164724123741969e-01
8.200000000000000000e+02,2.854255309242646477e-01
8.210000000000000000e+02,6.353930872298287902e-01
8.220000000000000000e+02,1.875139451905082910e-01
8.230000000000000000e+02,4.197458814168221752e-01
8.240000000000000000e+02,3.373118433035289243e-01
8.250000000000000000e+02,5.642382294786525421e-01
8.260000000000000000e+02,2.331459542411280506e-01
8.270000000000000000e+02,5.474098746004788518e-01
8.280000000000000000e+02,2.567235404406186250e-01
8.290000000000000000e+02,5.884361967273245009e-01
8.300000000000000000e+02,4.873173279323258500e-01
8.310000000000000000e+02,2.949268199425805759e-01
8.320000000000000000e+02,2.383833718843826888e-01
8.330000000000000000e+02,7.869502630253331077e-01
8.340000000000000000e+02,6.220379680122505306e-01
8.350000000000000000e+02,5.686547789056352054e-01
8.360000000000000000e+02,5.254474664422097430e-01
8.370000000000000000e+02,3.138721862366209425e-01
8.380000000000000000e+02,5.453531674700875520e-01
8.390000000000000000e+02,6.135725993551126578e-01
8.400000000000000000e+02,5.556823683263213409e-01
8.410000000000000000e+02,6.944758087414647507e-01
8.420000000000000000e+02,3.783323908488652743e-01
8.430000000000000000e+02,3.092250950320510339e-01
8.440000000000000000e+02,6.981977353050694557e-01
8.450000000000000000e+02,4.532013327195895669e-01
8.460000000000000000e+02,8.516695085122949482e-01
8.470000000000000000e+02,5.914639723210483035e-01
8.480000000000000000e+02,5.244776436385214513e-01
8.490000000000000000e+02,8.331945316424517189e-01
8.500000000000000000e+02,2.774213601550609698e-01
8.510000000000000000e+02,5.953264552606731819e-01
8.520000000000000000e+02,4.698720334821141487e-01
8.530000000000000000e+02,3.094570594263306162e-01
8.540000000000000000e+02,4.606178140311078528e-01
8.550000000000000000e+02,8.514280235146689524e-01
8.560000000000000000e+02,3.771850230901661050e-01
8.570000000000000000e+02,5.244165406249284844e-01
8.580000000000000000e+02,7.492908262918298590e-01
8.590000000000000000e+02,7.950505037090378480e-01
8.600000000000000000e+02,3.747008040534877127e-01
8.610000000000000000e+02,4.178452585745866532e-01
8.620000000000000000e+02,3.408959503508147137e-01
8.630000000000000000e+02,4.404369837902084583e-01
8.640000000000000000e+02,4.468809055364730276e-01
8.650000000000000000e+02,5.305426727803224107e-01
8.660000000000000000e+02,5.969441232463511549e-01
8.670000000000000000e+02,4.809833952324840678e-01
8.680000000000000000e+02,4.695436226662889068e-01
8.690000000000000000e+02,4.578196190443210578e-01
8.700000000000000000e+02,4.480421549386162106e-01
8.710000000000000000e+02,3.330163054673723755e-01
8.720000000000000000e+02,3.749886140170501925e-01
8.730000000000000000e+02,3.726997615375172712e-01
8.740000000000000000e+02,8.323870402532835833e-01
8.750000000000000000e+02,3.899900738528693234e-01
8.760000000000000000e+02,8.034963521714650891e-01
8.770000000000000000e+02,5.688559039033209697e-01
8.780000000000000000e+02,3.791392594551917794e-01
8.790000000000000000e+02,3.143488558819511058e-01
8.800000000000000000e+02,4.797100366826996254e-01
8.810000000000000000e+02,6.135637580292621074e-01
8.820000000000000000e+02,7.368059360246383971e-01
8.830000000000000000e+02,6.934941644712351305e-01
8.840000000000000000e+02,2.307738381376274184e-01
8.850000000000000000e+02,2.754515146378123669e-01
8.860000000000000000e+02,6.382369868788827505e-01
8.870000000000000000e+02,7.172871518817047765e-01
8.880000000000000000e+02,5.195806704513674656e-01
8.890000000000000000e+02,3.881022358698173469e-01
8.900000000000000000e+02,2.625039979822247904e-01
8.910000000000000000e+02,5.585491775132128689e-01
8.920000000000000000e+02,4.055257200807719231e-01
8.930000000000000000e+02,9.328397631992932926e-01
8.940000000000000000e+02,5.538889000934191786e-01
8.950000000000000000e+02,7.452931805182305691e-01
8.960000000000000000e+02,2.017196677303450536e-01
8.970000000000000000e+02,6.072980873699562743e-01
8.980000000000000000e+02,6.213202103829028600e-01
8.990000000000000000e+02,7.955615098631900750e-01
9.000000000000000000e+02,1.546616566885521404e-01
9.010000000000000000e+02,7.362060915016035434e-01
9.020000000000000000e+02,3.849113715849338258e-01
9.030000000000000000e+02,4.863645814934568490e-01
9.040000000000000000e+02,8.303258590038017362e-01
9.050000000000000000e+02,3.507422617906611473e-01
9.060000000000000000e+02,4.639171106034308822e-01
9.070000000000000000e+02,4.303654867759711400e-01
9.080000000000000000e+02,4.834930900794088271e-01
9.090000000000000000e+02,2.880171913170171960e-01
9.100000000000000000e+02,3.180805838844480982e-01
9.110000000000000000e+02,4.458823514555872447e-01
9.120000000000000000e+02,5.125821280794135015e-01
9.130000000000000000e+02,8.267868834817915236e-01
9.140000000000000000e+02,8.017815999247652758e-01
9.150000000000000000e+02,3.548406929561771506e-01
9.160000000000000000e+02,5.385600018024322422e-01
9.170000000000000000e+02,1.850721240797503775e-01
9.180000000000000000e+02,5.136891786254460524e-01
9.190000000000000000e+02,7.737216036567979849e-01
9.200000000000000000e+02,4.540892764797896941e-01
9.210000000000000000e+02,5.350323816508016916e-01
9.220000000000000000e+02,6.702776020599002793e-01
9.230000000000000000e+02,2.297938838052444588e-01
9.240000000000000000e+02,3.700399495584659748e-01
9.250000000000000000e+02,5.921479573878231095e-01
9.260000000000000000e+02,4.321094324573561685e-01
9.270000000000000000e+02,6.277375077331646125e-01
9.280000000000000000e+02,2.615156370085444104e-01
9.290000000000000000e+02,5.399709501135776524e-01
9.300000000000000000e+02,3.532538178366081416e-01
9.310000000000000000e+02,6.932249903422769144e-01
9.320000000000000000e+02,4.931405720672407678e-01
9.330000000000000000e+02,2.387912875918152822e-01
9.340000000000000000e+02,7.965195333923482668e-01
9.350000000000000000e+02,5.536304301710802678e-01
9.360000000000000000e+02,3.845043914917923855e-01
9.370000000000000000e+02,5.946047209397909983e-01
9.380000000000000000e+02,4.432320543249437250e-01
9.390000000000000000e+02,8.383280599579023828e-01
9.400000000000000000e+02,4.781564525354556894e-01
9.410000000000000000e+02,4.143177222820947914e-01
9.420000000000000000e+02,4.203671918506829974e-01
9.430000000000000000e+02,3.577604798931286467e-01
9.440000000000000000e+02,5.430861177666366224e-01
9.450000000000000000e+02,5.425594389908765525e-01
9.460000000000000000e+02,5.032927103755289178e-01
9.470000000000000000e+02,4.452607900904618776e-01
9.480000000000000000e+02,3.399590175600490927e-01
9.490000000000000000e+02,5.958328166705851858e-01
9.500000000000000000e+02,6.763428117561911534e-01
9.510000000000000000e+02,3.921059139764867529e-01
9.520000000000000000e+02,5.434395742825594011e-01
9.530000000000000000e+02,5.160797494014409681e-01
9.540000000000000000e+02,6.548481808665772563e-01
9.550000000000000000e+02,5.707285456283834879e-01
9.560000000000000000e+02,5.480612894891837561e-01
9.570000000000000000e+02,5.454886256031649117e-01
9.580000000000000000e+02,7.090846114442578285e-01
9.590000000000000000e+02,7.519562413161249292e-01
9.600000000000000000e+02,4.857022751106941372e-01
9.610000000000000000e+02,4.557970078193732677e-01
9.620000000000000000e+02,7.986963135401499159e-01
9.630000000000000000e+02,5.293371134903579467e-01
9.640000000000000000e+02,7.028208638631496807e-01
9.650000000000000000e+02,5.327923493472849215e-01
9.660000000000000000e+02,5.559239628628923624e-01
9.670000000000000000e+02,4.480728588339757401e-01
9.680000000000000000e+02,6.228256271010598200e-01
9.690000000000000000e+02,4.692571631124743403e-01
9.700000000000000000e+02,2.795941007984560356e-01
9.710000000000000000e+02,4.370788946917725237e-01
9.720000000000000000e+02,5.760441742180145708e-01
9.730000000000000000e+02,1.344742035286283777e-03
9.740000000000000000e+02,6.914868277892916026e-01
9.750000000000000000e+02,7.601504741766167417e-01
9.760000000000000000e+02,1.959202590865083971e-01
9.770000000000000000e+02,2.533490275174961615e-01
9.780000000000000000e+02,5.844146753260820448e-01
9.790000000000000000e+02,5.307391870590352223e-01
9.800000000000000000e+02,4.713256382100790565e-01
9.810000000000000000e+02,3.653069099000744169e-01
9.820000000000000000e+02,3.806785638393820892e-01
9.830000000000000000e+02,3.430556746972528437e-01
9.840000000000000000e+02,4.870449257201861504e-01
9.850000000000000000e+02,7.001608697423291616e-01
9.860000000000000000e+02,4.542057092114140660e-01
9.870000000000000000e+02,5.460520870586929032e-01
9.880000000000000000e+02,6.693942124879733724e-01
9.890000000000000000e+02,4.074871759921208647e-01
9.900000000000000000e+02,4.497574418506921079e-01
9.910000000000000000e+02,4.650521043630340134e-01
9.920000000000000000e+02,4.246312793047555267e-01
9.930000000000000000e+02,2.700469893840438118e-01
9.940000000000000000e+02,4.276388342337736903e-01
9.950000000000000000e+02,3.996474736967079999e-01
9.960000000000000000e+02,6.526024265718539663e-01
9.970000000000000000e+02,7.634554380344139579e-01
9.980000000000000000e+02,3.718747199415780580e-01
9.990000000000000000e+02,4.156349961715490871e-01
